,Cement,Blast Furnace Slag,Fly Ash,Water,Superplastic,Coarse Aggregate,Fine Aggregate,Age,Compressive strength
390,230.37981744421856,5.0,108.81465517241375,2.0,3.0,1124.4,613.2,28,39.38
391,397.0,17.2,158.0,167.0,2.8,967.0,633.0,28,55.65
392,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28
393,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
394,45.0,107.40626118067978,108.81465517241375,175.0,8.924116743471586,112.0,695.0,28,52.34
395,2.0,2.0,108.81465517241375,19.0,8.924116743471586,1145.0,66.0,28,49.25
396,516.0,107.40626118067978,108.81465517241375,162.0,8.3,81.0,82.0,28,41.37
397,145.0,116.0,119.0,184.0,5.7,833.0,88.0,28,29.16
398,16.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4
399,234.0,156.0,108.81465517241375,189.0,5.9,981.0,76.0,28,39.31
400,25.0,18.0,95.0,159.0,9.5,86.0,8.0,28,67.87
401,475.0,107.40626118067978,108.81465517241375,162.0,9.5,144.0,662.0,28,58.52
402,285.0,19.0,108.81465517241375,163.0,7.6,131.0,685.0,28,53.58
403,356.0,119.0,108.81465517241375,16.0,9.3,161.0,657.0,28,59.0
404,275.0,18.0,12.0,162.0,1.4,83.0,765.0,28,76.24
405,5.0,107.40626118067978,108.81465517241375,151.0,9.0,133.0,655.0,28,69.84
406,165.0,2.0,143.6,163.8,8.924116743471586,15.6,9.9,3,14.4
407,165.0,128.5,132.1,175.6,8.8,15.8,746.6,3,19.42
408,178.3,129.8,118.6,179.9,3.6,17.3,746.8,3,2.73
409,167.4,129.9,128.6,175.5,7.8,16.3,746.6,3,14.95
410,172.4,13.6,172.4,156.8,4.1,16.3,856.4,3,21.29
411,173.5,55.0,173.5,164.8,6.5,16.2,793.5,3,23.77
412,167.0,75.4,167.0,164.3,7.9,17.3,77.1,3,15.52
413,173.8,93.4,159.9,172.3,9.7,17.2,746.6,3,15.82
414,19.3,107.40626118067978,125.2,166.6,9.9,179.0,798.9,3,12.55
415,25.0,107.40626118067978,95.7,191.8,5.3,948.9,857.2,3,8.49
416,213.5,107.40626118067978,174.2,159.2,11.7,143.6,771.9,3,15.7
418,251.4,107.40626118067978,118.3,192.9,5.8,143.6,754.3,3,11.98
419,165.0,2.0,143.6,163.8,8.924116743471586,15.6,9.9,14,16.88
420,165.0,128.5,132.1,175.6,8.8,15.8,746.6,14,33.88
421,178.3,129.8,118.6,179.9,3.6,17.3,746.8,14,34.24
422,167.4,129.9,128.6,175.5,7.8,16.3,746.6,14,31.81
423,172.4,13.6,172.4,156.8,4.1,16.3,856.4,14,29.76
424,173.5,55.0,173.5,164.8,6.5,16.2,793.5,14,33.52
425,167.0,75.4,167.0,164.3,7.9,17.3,77.1,14,32.92
426,173.8,93.4,159.9,172.3,9.7,17.2,746.6,14,29.56
427,230.37981744421856,107.40626118067978,125.2,166.6,9.9,179.0,798.9,14,19.42
428,25.0,107.40626118067978,95.7,191.8,5.3,948.9,857.2,14,24.66
429,213.5,107.40626118067978,174.2,159.2,11.7,143.6,771.9,14,29.59
431,251.4,107.40626118067978,118.3,192.9,5.8,143.6,754.3,14,2.73
432,165.0,2.0,143.6,163.8,8.924116743471586,15.6,9.9,28,26.29
433,165.0,128.5,132.1,175.6,8.8,15.8,746.6,28,46.39
434,178.3,129.8,118.6,179.9,3.6,17.3,746.8,28,39.16
435,167.4,129.9,128.6,175.5,7.8,16.3,746.6,28,41.24
436,172.4,13.6,172.4,156.8,4.1,16.3,856.4,28,33.69
437,173.5,55.0,173.5,164.8,6.5,16.2,793.5,28,38.24
438,167.0,75.4,167.0,164.3,7.9,17.3,77.1,28,41.5
439,173.8,93.4,159.9,172.3,9.7,17.2,746.6,28,37.82
440,19.3,107.40626118067978,125.2,166.6,9.9,179.0,798.9,28,24.85
441,25.0,107.40626118067978,95.7,191.8,5.3,948.9,857.2,28,27.23
442,213.5,107.40626118067978,174.2,159.2,11.7,143.6,771.9,28,44.64
444,251.4,107.40626118067978,118.3,192.9,5.8,143.6,754.3,28,33.27
445,165.0,2.0,143.6,163.8,8.924116743471586,15.6,9.9,56,36.56
446,165.0,128.5,132.1,175.6,8.8,15.8,746.6,56,53.72
447,178.3,129.8,118.6,179.9,3.6,17.3,746.8,56,48.59
448,167.4,129.9,128.6,175.5,7.8,16.3,746.6,56,51.72
449,172.4,13.6,172.4,156.8,4.1,16.3,856.4,56,35.85
450,230.37981744421856,55.0,173.5,164.8,6.5,16.2,793.5,56,53.77
451,167.0,75.4,167.0,164.3,7.9,17.3,77.1,56,53.46
452,173.8,93.4,159.9,172.3,9.7,17.2,746.6,56,48.99
453,19.3,107.40626118067978,125.2,166.6,9.9,179.0,798.9,56,31.72
454,25.0,107.40626118067978,95.7,191.8,5.3,948.9,857.2,56,39.64
455,213.5,107.40626118067978,174.2,159.2,11.7,143.6,771.9,56,51.26
457,251.4,107.40626118067978,118.3,192.9,5.8,143.6,754.3,56,39.27
458,165.0,2.0,143.6,163.8,8.924116743471586,15.6,9.9,1,37.96
459,165.0,128.5,132.1,175.6,8.8,15.8,746.6,1,55.22
460,178.3,129.8,118.6,179.9,3.6,17.3,746.8,1,49.99
461,167.4,129.9,128.6,175.5,7.8,16.3,746.6,1,53.66
462,172.4,13.6,172.4,156.8,4.1,16.3,856.4,1,37.68
463,173.5,55.0,173.5,164.8,6.5,16.2,793.5,1,56.61
464,167.0,75.4,167.0,164.3,7.9,17.3,77.1,1,56.81
465,173.8,93.4,159.9,172.3,9.7,17.2,746.6,1,5.94
466,19.3,107.40626118067978,125.2,166.6,9.9,179.0,798.9,1,33.56
467,25.0,107.40626118067978,95.7,191.8,5.3,948.9,857.2,1,41.16
468,230.37981744421856,107.40626118067978,174.2,159.2,11.7,143.6,771.9,1,52.96
470,251.4,107.40626118067978,118.3,192.9,5.8,143.6,754.3,1,4.15
471,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.27
472,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
473,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.21
474,446.0,24.0,79.0,162.0,1.3,967.0,712.0,28,53.39
475,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
476,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.22
477,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35
478,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.72
479,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.18
480,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.31
481,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.67
482,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14
483,230.37981744421856,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
484,446.0,24.0,79.0,162.0,1.3,967.0,712.0,56,54.77
485,387.0,2.0,94.0,157.0,14.3,938.0,845.0,28,5.24
486,387.0,2.0,94.0,157.0,13.9,938.0,845.0,28,46.68
487,387.0,2.0,94.0,157.0,11.6,938.0,845.0,28,46.68
488,387.0,2.0,94.0,157.0,14.3,938.0,845.0,3,22.75
489,387.0,2.0,94.0,157.0,13.9,938.0,845.0,3,25.52
490,387.0,2.0,94.0,157.0,11.6,938.0,845.0,3,34.77
491,387.0,2.0,94.0,157.0,14.3,938.0,845.0,7,36.84
492,387.0,2.0,94.0,157.0,13.9,938.0,845.0,7,45.9
493,387.0,2.0,94.0,157.0,11.6,938.0,845.0,7,41.67
494,387.0,2.0,94.0,157.0,14.3,938.0,845.0,56,56.34
495,387.0,2.0,94.0,157.0,13.9,938.0,845.0,56,47.97
496,387.0,2.0,94.0,157.0,11.6,938.0,845.0,56,61.46
497,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.3
498,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
499,491.0,26.0,123.0,21.0,3.9,882.0,699.0,28,55.55
500,491.0,26.0,123.0,21.0,3.9,822.0,699.0,28,57.92
501,491.0,26.0,123.0,21.0,3.9,882.0,699.0,3,25.69
502,491.0,26.0,123.0,21.0,3.9,882.0,699.0,7,33.49
503,491.0,26.0,123.0,21.0,3.9,882.0,699.0,56,59.59
504,491.0,26.0,123.0,21.0,3.9,822.0,699.0,3,29.55
505,491.0,26.0,123.0,21.0,3.9,822.0,699.0,7,37.92
506,491.0,26.0,123.0,21.0,3.9,822.0,699.0,56,61.86
507,424.0,22.0,132.0,178.0,8.5,822.0,75.0,28,62.53
508,424.0,22.0,132.0,178.0,8.5,882.0,75.0,3,32.11
509,424.0,22.0,132.0,168.0,8.9,822.0,75.0,28,72.99
510,424.0,22.0,132.0,178.0,8.5,822.0,75.0,7,39.46
511,424.0,22.0,132.0,178.0,8.5,822.0,75.0,56,65.7
512,424.0,22.0,132.0,168.0,8.9,822.0,75.0,3,32.2
513,424.0,22.0,132.0,168.0,8.9,822.0,75.0,7,4.29
514,424.0,22.0,132.0,168.0,8.9,822.0,75.0,56,74.36
515,22.0,11.0,141.0,26.0,1.7,942.0,81.0,28,21.97
516,22.0,11.0,141.0,26.0,1.7,942.0,81.0,3,9.85
517,22.0,11.0,141.0,26.0,1.7,942.0,81.0,7,15.7
518,22.0,11.0,141.0,26.0,1.7,942.0,81.0,56,23.25
519,284.0,15.0,141.0,179.0,5.5,842.0,81.0,28,43.73
520,284.0,15.0,141.0,179.0,5.5,842.0,81.0,3,13.4
521,284.0,15.0,141.0,179.0,5.5,842.0,81.0,7,24.13
522,284.0,15.0,141.0,179.0,5.5,842.0,81.0,56,44.52
523,359.0,19.0,141.0,154.0,1.9,942.0,81.0,28,62.94
524,359.0,19.0,141.0,154.0,1.9,942.0,81.0,28,59.49
525,359.0,19.0,141.0,154.0,1.9,942.0,81.0,3,25.12
526,359.0,19.0,141.0,154.0,1.9,942.0,81.0,3,23.64
527,359.0,19.0,141.0,154.0,1.9,942.0,81.0,7,35.75
528,359.0,19.0,141.0,154.0,1.9,942.0,81.0,7,38.62
529,359.0,19.0,141.0,154.0,1.9,942.0,81.0,56,68.76
530,359.0,19.0,141.0,154.0,1.9,942.0,81.0,56,66.79
531,436.0,107.40626118067978,108.81465517241375,218.0,8.924116743471586,838.4,719.7,28,23.85
532,289.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,913.2,895.3,9,32.68
533,289.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,913.2,895.3,3,11.65
534,393.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,94.6,785.6,3,19.2
535,393.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,94.6,785.6,9,48.85
536,393.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,94.6,785.6,28,39.65
537,48.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,936.2,712.2,28,43.94
538,48.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,936.2,712.2,7,34.57
539,48.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,936.2,712.2,9,54.32
540,48.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,936.2,712.2,3,24.45
541,333.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,931.2,842.6,3,15.62
542,255.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,889.8,945.0,9,21.86
543,255.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,889.8,945.0,7,1.22
544,289.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,913.2,895.3,7,14.6
545,255.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,889.8,945.0,28,18.75
546,333.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,931.2,842.6,28,31.97
547,333.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,931.2,842.6,7,23.45
548,289.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,913.2,895.3,28,25.57
549,333.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,931.2,842.6,9,41.68
550,393.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,94.6,785.6,7,27.74
551,255.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,889.8,945.0,3,8.25
552,158.8,238.2,108.81465517241375,185.7,8.924116743471586,14.6,734.3,7,9.62
554,238.2,158.8,108.81465517241375,185.7,8.924116743471586,14.6,734.3,7,15.69
555,181.9,272.8,108.81465517241375,185.7,8.924116743471586,112.4,714.3,28,27.94
556,193.5,29.2,108.81465517241375,185.7,8.924116743471586,998.2,74.3,28,32.63
557,255.5,17.3,108.81465517241375,185.7,8.924116743471586,126.6,724.3,7,17.24
558,272.8,181.9,108.81465517241375,185.7,8.924116743471586,112.4,714.3,7,19.77
560,22.8,147.2,108.81465517241375,185.7,8.924116743471586,155.0,744.3,28,25.75
561,397.0,107.40626118067978,108.81465517241375,185.7,8.924116743471586,14.6,734.3,28,33.82
562,382.5,107.40626118067978,108.81465517241375,185.7,8.924116743471586,147.8,739.3,7,24.65
564,158.8,238.2,108.81465517241375,185.7,8.924116743471586,14.6,734.3,28,21.66
565,295.8,107.40626118067978,108.81465517241375,185.7,8.924116743471586,191.4,769.3,7,14.84
566,255.5,17.3,108.81465517241375,185.7,8.924116743471586,126.6,724.3,28,32.52
567,23.5,135.7,108.81465517241375,185.7,8.924116743471586,176.2,759.3,7,11.96
568,397.0,107.40626118067978,108.81465517241375,185.7,8.924116743471586,14.6,734.3,7,25.45
569,381.4,107.40626118067978,108.81465517241375,185.7,8.924116743471586,114.6,784.3,28,22.49
570,295.8,107.40626118067978,108.81465517241375,185.7,8.924116743471586,191.4,769.3,28,25.22
572,22.8,147.2,108.81465517241375,185.7,8.924116743471586,155.0,744.3,7,13.89
573,316.1,21.7,108.81465517241375,185.7,8.924116743471586,977.0,689.3,28,38.73
574,135.7,23.5,108.81465517241375,185.7,8.924116743471586,176.2,759.3,7,7.57
575,238.1,107.40626118067978,108.81465517241375,185.7,8.924116743471586,1118.8,789.3,28,17.58
576,339.2,107.40626118067978,108.81465517241375,185.7,8.924116743471586,169.2,754.3,7,21.18
577,135.7,23.5,108.81465517241375,185.7,8.924116743471586,176.2,759.3,28,18.2
578,193.5,29.2,108.81465517241375,185.7,8.924116743471586,998.2,74.3,7,17.24
579,23.5,135.7,108.81465517241375,185.7,8.924116743471586,176.2,759.3,28,22.63
580,29.2,193.5,108.81465517241375,185.7,8.924116743471586,998.2,74.3,7,21.86
581,181.9,272.8,108.81465517241375,185.7,8.924116743471586,112.4,714.3,7,12.37
582,17.3,155.5,108.81465517241375,185.7,8.924116743471586,126.6,724.3,28,25.73
585,29.2,193.5,108.81465517241375,185.7,8.924116743471586,998.2,74.3,28,33.43
586,381.4,107.40626118067978,108.81465517241375,185.7,8.924116743471586,114.6,784.3,7,14.54
587,238.2,158.8,108.81465517241375,185.7,8.924116743471586,14.6,734.3,28,26.91
588,186.2,124.1,108.81465517241375,185.7,8.924116743471586,183.4,764.3,7,8.0
589,339.2,107.40626118067978,108.81465517241375,185.7,8.924116743471586,169.2,754.3,28,31.9
590,238.1,107.40626118067978,108.81465517241375,185.7,8.924116743471586,1118.8,789.3,7,1.34
591,252.5,107.40626118067978,108.81465517241375,185.7,8.924116743471586,1111.6,784.3,28,19.77
592,382.5,107.40626118067978,108.81465517241375,185.7,8.924116743471586,147.8,739.3,28,37.44
593,252.5,107.40626118067978,108.81465517241375,185.7,8.924116743471586,1111.6,784.3,7,11.48
594,316.1,21.7,108.81465517241375,185.7,8.924116743471586,977.0,689.3,7,24.44
595,186.2,124.1,108.81465517241375,185.7,8.924116743471586,183.4,764.3,28,17.6
596,17.3,155.5,108.81465517241375,185.7,8.924116743471586,126.6,724.3,7,1.73
597,272.8,181.9,108.81465517241375,185.7,8.924116743471586,112.4,714.3,28,31.38
598,339.0,107.40626118067978,108.81465517241375,197.0,8.924116743471586,968.0,781.0,3,13.22
599,339.0,107.40626118067978,108.81465517241375,197.0,8.924116743471586,968.0,781.0,7,2.97
600,339.0,107.40626118067978,108.81465517241375,197.0,8.924116743471586,968.0,781.0,14,27.41
601,339.0,107.40626118067978,108.81465517241375,197.0,8.924116743471586,968.0,781.0,28,32.4
602,339.0,107.40626118067978,108.81465517241375,197.0,8.924116743471586,968.0,781.0,9,35.17
603,339.0,107.40626118067978,108.81465517241375,197.0,8.924116743471586,968.0,781.0,18,36.45
605,236.0,107.40626118067978,108.81465517241375,194.0,8.924116743471586,968.0,885.0,3,6.47
606,236.0,107.40626118067978,108.81465517241375,194.0,8.924116743471586,968.0,885.0,14,12.84
607,236.0,107.40626118067978,108.81465517241375,194.0,8.924116743471586,968.0,885.0,28,18.42
608,236.0,107.40626118067978,108.81465517241375,194.0,8.924116743471586,968.0,885.0,9,21.95
609,236.0,107.40626118067978,108.81465517241375,193.0,8.924116743471586,968.0,885.0,18,24.15
611,277.0,107.40626118067978,108.81465517241375,191.0,8.924116743471586,968.0,856.0,14,21.26
612,277.0,107.40626118067978,108.81465517241375,191.0,8.924116743471586,968.0,856.0,28,25.97
613,277.0,107.40626118067978,108.81465517241375,191.0,8.924116743471586,968.0,856.0,3,11.36
614,277.0,107.40626118067978,108.81465517241375,191.0,8.924116743471586,968.0,856.0,9,31.25
615,277.0,107.40626118067978,108.81465517241375,191.0,8.924116743471586,968.0,856.0,18,32.33
616,277.0,107.40626118067978,108.81465517241375,191.0,8.924116743471586,968.0,856.0,36,33.72
617,254.0,107.40626118067978,108.81465517241375,198.0,8.924116743471586,968.0,863.0,3,9.38
618,254.0,107.40626118067978,108.81465517241375,198.0,8.924116743471586,968.0,863.0,9,26.94
619,254.0,107.40626118067978,108.81465517241375,198.0,8.924116743471586,968.0,863.0,18,27.63
621,37.0,107.40626118067978,108.81465517241375,193.0,8.924116743471586,968.0,812.0,18,34.49
623,37.0,107.40626118067978,108.81465517241375,193.0,8.924116743471586,968.0,812.0,3,12.54
624,37.0,107.40626118067978,108.81465517241375,193.0,8.924116743471586,968.0,812.0,28,27.54
625,37.0,107.40626118067978,108.81465517241375,193.0,8.924116743471586,968.0,812.0,9,32.92
626,236.0,107.40626118067978,108.81465517241375,193.0,8.924116743471586,968.0,885.0,7,10.0
627,2.0,107.40626118067978,108.81465517241375,18.0,8.924116743471586,1125.0,845.0,7,7.84
628,2.0,107.40626118067978,108.81465517241375,18.0,8.924116743471586,1125.0,845.0,28,12.25
629,225.0,107.40626118067978,108.81465517241375,181.0,8.924116743471586,1113.0,833.0,7,11.17
630,225.0,107.40626118067978,108.81465517241375,181.0,8.924116743471586,1113.0,833.0,28,17.34
631,325.0,107.40626118067978,108.81465517241375,184.0,8.924116743471586,163.0,783.0,7,17.54
632,325.0,107.40626118067978,108.81465517241375,184.0,8.924116743471586,163.0,783.0,28,3.57
633,275.0,107.40626118067978,108.81465517241375,183.0,8.924116743471586,188.0,88.0,7,14.23
634,275.0,107.40626118067978,108.81465517241375,183.0,8.924116743471586,188.0,88.0,28,24.5
635,3.0,107.40626118067978,108.81465517241375,184.0,8.924116743471586,175.0,795.0,7,15.58
636,3.0,107.40626118067978,108.81465517241375,184.0,8.924116743471586,175.0,795.0,28,26.85
637,375.0,107.40626118067978,108.81465517241375,186.0,8.924116743471586,138.0,758.0,7,26.62
638,375.0,107.40626118067978,108.81465517241375,186.0,8.924116743471586,138.0,758.0,28,38.22
639,4.0,107.40626118067978,108.81465517241375,187.0,8.924116743471586,125.0,745.0,28,43.7
640,4.0,107.40626118067978,108.81465517241375,187.0,8.924116743471586,125.0,745.0,7,3.14
641,25.0,107.40626118067978,108.81465517241375,182.0,8.924116743471586,11.0,82.0,7,12.73
642,25.0,107.40626118067978,108.81465517241375,182.0,8.924116743471586,11.0,82.0,28,2.87
643,35.0,107.40626118067978,108.81465517241375,186.0,8.924116743471586,15.0,77.0,7,2.28
644,35.0,107.40626118067978,108.81465517241375,186.0,8.924116743471586,15.0,77.0,28,34.29
645,23.5,35.3,108.81465517241375,23.5,8.924116743471586,963.4,63.0,7,19.54
646,25.2,166.8,108.81465517241375,23.5,8.924116743471586,977.6,694.1,9,47.71
647,157.0,236.0,108.81465517241375,192.0,8.924116743471586,935.4,781.2,9,43.38
648,141.3,212.0,108.81465517241375,23.5,8.924116743471586,971.8,748.5,28,29.89
649,166.8,25.2,108.81465517241375,23.5,8.924116743471586,975.6,692.6,3,6.92
650,122.6,183.9,108.81465517241375,23.5,8.924116743471586,958.2,8.1,9,33.19
651,183.9,122.6,108.81465517241375,23.5,8.924116743471586,959.2,8.0,3,4.94
652,12.0,153.0,108.81465517241375,192.0,8.924116743471586,887.0,942.0,3,4.57
653,12.0,153.0,108.81465517241375,192.0,8.924116743471586,887.0,942.0,9,25.47
654,122.6,183.9,108.81465517241375,23.5,8.924116743471586,958.2,8.1,28,24.3
655,166.8,25.2,108.81465517241375,23.5,8.924116743471586,975.6,692.6,28,33.95
656,2.0,133.0,108.81465517241375,192.0,8.924116743471586,965.4,86.2,3,11.41
657,18.3,162.4,108.81465517241375,23.5,8.924116743471586,938.2,849.0,28,2.59
658,35.3,23.5,108.81465517241375,23.5,8.924116743471586,965.4,631.0,7,25.89
659,18.3,162.4,108.81465517241375,23.5,8.924116743471586,938.2,849.0,9,29.23
660,116.0,173.0,108.81465517241375,192.0,8.924116743471586,99.8,891.9,9,31.24
661,230.37981744421856,212.0,108.81465517241375,23.5,8.924116743471586,971.8,748.5,7,1.39
662,157.0,236.0,108.81465517241375,192.0,8.924116743471586,935.4,781.2,28,33.66
663,133.0,2.0,108.81465517241375,192.0,8.924116743471586,927.4,839.2,28,27.87
664,25.2,166.8,108.81465517241375,23.5,8.924116743471586,977.6,694.1,7,19.35
665,173.0,116.0,108.81465517241375,192.0,8.924116743471586,946.8,856.8,7,11.39
668,153.0,12.0,108.81465517241375,192.0,8.924116743471586,888.0,943.1,3,4.78
669,288.0,192.0,108.81465517241375,192.0,8.924116743471586,932.0,717.8,3,16.2
670,35.3,23.5,108.81465517241375,23.5,8.924116743471586,965.4,631.0,28,43.38
671,236.0,157.0,108.81465517241375,192.0,8.924116743471586,972.6,749.1,7,2.42
672,173.0,116.0,108.81465517241375,192.0,8.924116743471586,946.8,856.8,3,6.95
673,212.0,141.3,108.81465517241375,23.5,8.924116743471586,973.4,75.0,7,15.36
674,236.0,157.0,108.81465517241375,192.0,8.924116743471586,972.6,749.1,3,13.57
675,183.9,122.6,108.81465517241375,23.5,8.924116743471586,959.2,8.0,9,32.53
676,166.8,25.2,108.81465517241375,23.5,8.924116743471586,975.6,692.6,7,15.75
677,12.0,153.0,108.81465517241375,192.0,8.924116743471586,887.0,942.0,7,7.68
678,288.0,192.0,108.81465517241375,192.0,8.924116743471586,932.0,717.8,28,38.84
679,212.0,141.3,108.81465517241375,23.5,8.924116743471586,973.4,75.0,28,33.38
680,12.0,153.0,108.81465517241375,192.0,8.924116743471586,887.0,942.0,28,17.28
681,173.0,116.0,108.81465517241375,192.0,8.924116743471586,946.8,856.8,28,24.28
682,183.9,122.6,108.81465517241375,23.5,8.924116743471586,959.2,8.0,28,24.46
683,133.0,2.0,108.81465517241375,192.0,8.924116743471586,927.4,839.2,9,36.59
685,133.0,2.0,108.81465517241375,192.0,8.924116743471586,927.4,839.2,7,13.66
686,35.3,23.5,108.81465517241375,23.5,8.924116743471586,965.4,631.0,3,14.14
687,236.0,157.0,108.81465517241375,192.0,8.924116743471586,972.6,749.1,9,47.78
688,18.3,162.4,108.81465517241375,23.5,8.924116743471586,938.2,849.0,3,2.33
689,157.0,236.0,108.81465517241375,192.0,8.924116743471586,935.4,781.2,7,16.89
690,288.0,192.0,108.81465517241375,192.0,8.924116743471586,932.0,717.8,7,23.52
691,212.0,141.3,108.81465517241375,23.5,8.924116743471586,973.4,75.0,3,6.89
692,212.0,141.3,108.81465517241375,23.5,8.924116743471586,973.4,75.0,9,39.73
693,153.0,12.0,108.81465517241375,192.0,8.924116743471586,888.0,943.1,28,17.96
694,236.0,157.0,108.81465517241375,192.0,8.924116743471586,972.6,749.1,28,32.88
695,116.0,173.0,108.81465517241375,192.0,8.924116743471586,99.8,891.9,28,22.35
696,183.9,122.6,108.81465517241375,23.5,8.924116743471586,959.2,8.0,7,1.79
697,18.3,162.4,108.81465517241375,23.5,8.924116743471586,938.2,849.0,7,7.72
698,23.5,35.3,108.81465517241375,23.5,8.924116743471586,963.4,63.0,28,41.68
699,23.5,35.3,108.81465517241375,23.5,8.924116743471586,963.4,63.0,3,9.56
700,133.0,2.0,108.81465517241375,192.0,8.924116743471586,927.4,839.2,3,6.88
701,288.0,192.0,108.81465517241375,192.0,8.924116743471586,932.0,717.8,9,5.53
702,2.0,133.0,108.81465517241375,192.0,8.924116743471586,965.4,86.2,7,17.17
703,2.0,133.0,108.81465517241375,192.0,8.924116743471586,965.4,86.2,28,3.44
704,25.2,166.8,108.81465517241375,23.5,8.924116743471586,977.6,694.1,3,9.73
705,122.6,183.9,108.81465517241375,23.5,8.924116743471586,958.2,8.1,3,3.32
706,153.0,12.0,108.81465517241375,192.0,8.924116743471586,888.0,943.1,9,26.32
707,2.0,133.0,108.81465517241375,192.0,8.924116743471586,965.4,86.2,9,43.26
708,116.0,173.0,108.81465517241375,192.0,8.924116743471586,99.8,891.9,3,6.28
709,173.0,116.0,108.81465517241375,192.0,8.924116743471586,946.8,856.8,9,32.13
710,25.2,166.8,108.81465517241375,23.5,8.924116743471586,977.6,694.1,28,36.96
711,35.3,23.5,108.81465517241375,23.5,8.924116743471586,965.4,631.0,9,54.6
713,157.0,236.0,108.81465517241375,192.0,8.924116743471586,935.4,781.2,3,9.69
714,153.0,12.0,108.81465517241375,192.0,8.924116743471586,888.0,943.1,7,8.37
715,141.3,212.0,108.81465517241375,23.5,8.924116743471586,971.8,748.5,9,39.66
717,141.3,212.0,108.81465517241375,23.5,8.924116743471586,971.8,748.5,3,4.83
718,122.6,183.9,108.81465517241375,23.5,8.924116743471586,958.2,8.1,7,1.35
719,166.8,25.2,108.81465517241375,23.5,8.924116743471586,975.6,692.6,9,43.57
720,23.5,35.3,108.81465517241375,23.5,8.924116743471586,963.4,63.0,9,51.86
721,31.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,112.0,83.0,3,11.85
722,31.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,112.0,83.0,7,17.24
723,31.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,112.0,83.0,28,27.83
724,31.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,112.0,83.0,9,35.76
725,31.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,112.0,83.0,12,38.73
726,331.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,125.0,821.0,3,14.37
727,331.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,125.0,821.0,7,17.44
728,331.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,125.0,821.0,28,31.74
729,331.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,125.0,821.0,9,37.91
730,331.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,125.0,821.0,12,39.38
731,349.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,156.0,89.0,3,15.87
732,349.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,156.0,89.0,7,9.11
733,349.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,156.0,89.0,28,33.66
734,349.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,156.0,89.0,9,4.66
735,349.0,107.40626118067978,108.81465517241375,192.0,8.924116743471586,156.0,89.0,12,4.86
736,238.0,107.40626118067978,108.81465517241375,186.0,8.924116743471586,1119.0,789.0,7,12.52
737,238.0,107.40626118067978,108.81465517241375,186.0,8.924116743471586,1119.0,789.0,28,17.54
